MARKERS	FST	RANKING	QUARTILE
1_00010269_00821489	-0.062271	12891	1
1_00012846_01027671	-0.062271	12892	1
1_00013255_01060337	-0.062271	12893	1
1_00014506_01160458	-0.062271	12894	1
1_00015882_01270524	-0.062271	12895	1
1_00016113_01288990	-0.062271	12896	1
1_00016356_01308446	-0.062271	12897	1
1_00016493_01319403	-0.062271	12898	1
1_00017258_01380621	-0.062271	12899	1
1_00020542_01643302	-0.062271	12900	1
1_00021105_01688368	-0.062271	12901	1
1_00008785_00702750	-0.062308	12902	1
1_00009668_00773420	-0.062308	12903	1
1_00003279_00262306	-0.062802	12904	1
1_00016180_01294330	-0.062802	12905	1
1_00020864_01669058	-0.062802	12906	1
1_00003330_00266349	-0.063492	12907	1
1_00004491_00359242	-0.063492	12908	1
1_00004581_00366463	-0.063492	12909	1
1_00007833_00626619	-0.063492	12910	1
1_00009229_00738269	-0.063492	12911	1
1_00010328_00826193	-0.063492	12912	1
1_00011388_00911023	-0.063492	12913	1
1_00011711_00936839	-0.063492	12914	1
1_00014166_01133275	-0.063492	12915	1
1_00016417_01313361	-0.063492	12916	1
1_00018121_01449676	-0.063492	12917	1
1_00020477_01638100	-0.063492	12918	1
1_00022035_01762797	-0.063492	12919	1
1_00022174_01773850	-0.063492	12920	1
1_00006676_00534008	-0.06383	12921	1
1_00008563_00685003	-0.06383	12922	1
1_00011334_00906659	-0.06383	12923	1
1_00012355_00988396	-0.06383	12924	1
1_00017521_01401664	-0.06383	12925	1
1_00017842_01427305	-0.06383	12926	1
1_00020191_01615252	-0.06383	12927	1
1_00011612_00928895	-0.063846	12928	1
1_00018040_01443199	-0.063846	12929	1
1_00017712_01416891	-0.064527	12930	1
1_00022837_01826944	-0.064527	12931	1
1_00012298_00983833	-0.064607	12932	1
1_00016804_01344301	-0.064607	12933	1
1_00001390_00111169	-0.064815	12934	1
1_00003966_00317259	-0.064815	12935	1
1_00003966_00317260	-0.064815	12936	1
1_00004617_00369345	-0.064815	12937	1
1_00012791_01023250	-0.064815	12938	1
1_00015204_01216280	-0.064815	12939	1
1_00015272_01221741	-0.064815	12940	1
1_00018758_01500612	-0.064815	12941	1
1_00020505_01640395	-0.065129	12942	1
1_00006593_00527434	-0.065292	12943	1
1_00017547_01403754	-0.065292	12944	1
1_00019271_01541624	-0.065299	12945	1
1_00019271_01541653	-0.065299	12946	1
1_00019271_01541666	-0.065299	12947	1
1_00019271_01541667	-0.065299	12948	1
1_00020067_01605306	-0.065419	12949	1
1_00020067_01605311	-0.065419	12950	1
1_00004718_00377440	-0.06576	12951	1
1_00004722_00377754	-0.06576	12952	1
1_00007036_00562821	-0.06576	12953	1
1_00007036_00562834	-0.06576	12954	1
1_00007036_00562835	-0.06576	12955	1
1_00010296_00823666	-0.06576	12956	1
1_00013838_01107027	-0.06576	12957	1
1_00013838_01107036	-0.06576	12958	1
1_00014493_01159429	-0.06576	12959	1
1_00018219_01457490	-0.06576	12960	1
1_00018583_01486615	-0.06576	12961	1
1_00010447_00835761	-0.066218	12962	1
1_00015284_01222689	-0.066218	12963	1
1_00021788_01743021	-0.066218	12964	1
1_00001322_00105745	-0.066667	12965	1
1_00001700_00135928	-0.066667	12966	1
1_00007918_00633405	-0.066667	12967	1
1_00010098_00807816	-0.066667	12968	1
1_00014283_01142599	-0.066667	12969	1
1_00014284_01142686	-0.066667	12970	1
1_00016089_01287048	-0.066667	12971	1
1_00016089_01287049	-0.066667	12972	1
1_00017272_01381693	-0.066667	12973	1
1_00017499_01399882	-0.066667	12974	1
1_00018637_01490911	-0.066667	12975	1
1_00019220_01537592	-0.066667	12976	1
1_00020280_01622358	-0.066667	12977	1
1_00020454_01636320	-0.066667	12978	1
1_00020454_01636321	-0.066667	12979	1
1_00020744_01659497	-0.066667	12980	1
1_00022585_01806737	-0.066667	12981	1
1_00022662_01812955	-0.066667	12982	1
1_00024709_01976690	-0.066667	12983	1
1_00022758_01820583	-0.066883	12984	1
1_00007437_00594920	-0.067526	12985	1
1_00013824_01105882	-0.067526	12986	1
1_00000144_00011453	-0.067538	12987	1
1_00000144_00011481	-0.067538	12988	1
1_00000294_00023464	-0.067538	12989	1
1_00000724_00057860	-0.067538	12990	1
1_00000724_00057867	-0.067538	12991	1
1_00000724_00057868	-0.067538	12992	1
1_00000724_00057869	-0.067538	12993	1
1_00002097_00167715	-0.067538	12994	1
1_00002264_00181106	-0.067538	12995	1
1_00002264_00181115	-0.067538	12996	1
1_00002560_00204780	-0.067538	12997	1
1_00004716_00377269	-0.067538	12998	1
1_00005405_00432381	-0.067538	12999	1
1_00006457_00516497	-0.067538	13000	1
1_00007142_00571349	-0.067538	13001	1
1_00007877_00630151	-0.067538	13002	1
1_00007877_00630152	-0.067538	13003	1
1_00008812_00704891	-0.067538	13004	1
1_00010675_00853998	-0.067538	13005	1
1_00011771_00941643	-0.067538	13006	1
1_00012478_00998189	-0.067538	13007	1
1_00013710_01096747	-0.067538	13008	1
1_00014504_01160310	-0.067538	13009	1
1_00015705_01256398	-0.067538	13010	1
1_00015705_01256399	-0.067538	13011	1
1_00015705_01256401	-0.067538	13012	1
1_00017357_01388544	-0.067538	13013	1
1_00017380_01390382	-0.067538	13014	1
1_00018640_01491176	-0.067538	13015	1
1_00018751_01500018	-0.067538	13016	1
1_00019693_01575410	-0.067538	13017	1
1_00019789_01583084	-0.067538	13018	1
1_00020953_01676227	-0.067538	13019	1
1_00022820_01825550	-0.067538	13020	1
1_00023023_01841815	-0.067538	13021	1
1_00017834_01426720	-0.06754	13022	1
1_00017597_01407761	-0.06778	13023	1
1_00023970_01917572	-0.06778	13024	1
1_00002912_00232902	-0.068571	13025	1
1_00016400_01311951	-0.068571	13026	1
1_00018247_01459757	-0.068913	13027	1
1_00001147_00091739	-0.069444	13028	1
1_00005173_00413826	-0.069444	13029	1
1_00007611_00608855	-0.069444	13030	1
1_00015297_01223734	-0.069444	13031	1
1_00017859_01428700	-0.069444	13032	1
1_00018080_01446369	-0.069964	13033	1
1_00018080_01446391	-0.069964	13034	1
1_00018080_01446397	-0.069964	13035	1
1_00001543_00123413	-0.069995	13036	1
1_00004501_00360049	-0.069995	13037	1
1_00010461_00836808	-0.069995	13038	1
1_00024687_01974914	-0.070147	13039	1
1_00004693_00375437	-0.070444	13040	1
1_00004693_00375440	-0.070444	13041	1
1_00020701_01656020	-0.070444	13042	1
1_00000145_00011591	-0.071429	13043	1
1_00000375_00029961	-0.071429	13044	1
1_00000829_00066314	-0.071429	13045	1
1_00000848_00067814	-0.071429	13046	1
1_00002444_00195503	-0.071429	13047	1
1_00002444_00195507	-0.071429	13048	1
1_00002859_00228716	-0.071429	13049	1
1_00002910_00232799	-0.071429	13050	1
1_00003250_00259951	-0.071429	13051	1
1_00003435_00274798	-0.071429	13052	1
1_00003435_00274799	-0.071429	13053	1
1_00003435_00274800	-0.071429	13054	1
1_00003731_00298444	-0.071429	13055	1
1_00004396_00351665	-0.071429	13056	1
1_00004632_00370560	-0.071429	13057	1
1_00004874_00389864	-0.071429	13058	1
1_00005740_00459172	-0.071429	13059	1
1_00006233_00498636	-0.071429	13060	1
1_00006906_00552459	-0.071429	13061	1
1_00007302_00584116	-0.071429	13062	1
1_00007870_00629598	-0.071429	13063	1
1_00008267_00661361	-0.071429	13064	1
1_00008774_00701917	-0.071429	13065	1
1_00010111_00808812	-0.071429	13066	1
1_00010335_00826741	-0.071429	13067	1
1_00010523_00841799	-0.071429	13068	1
1_00010834_00866674	-0.071429	13069	1
1_00010834_00866697	-0.071429	13070	1
1_00012314_00985064	-0.071429	13071	1
1_00012684_01014658	-0.071429	13072	1
1_00012771_01021680	-0.071429	13073	1
1_00014132_01130558	-0.071429	13074	1
1_00014308_01144583	-0.071429	13075	1
1_00014437_01154926	-0.071429	13076	1
1_00015374_01229887	-0.071429	13077	1
1_00015427_01234154	-0.071429	13078	1
1_00015427_01234160	-0.071429	13079	1
1_00017341_01387214	-0.071429	13080	1
1_00017640_01411189	-0.071429	13081	1
1_00018020_01441537	-0.071429	13082	1
1_00018020_01441571	-0.071429	13083	1
1_00018547_01483735	-0.071429	13084	1
1_00020171_01613638	-0.071429	13085	1
1_00020253_01620180	-0.071429	13086	1
1_00020253_01620195	-0.071429	13087	1
1_00020919_01673475	-0.071429	13088	1
1_00021705_01736347	-0.071429	13089	1
1_00021930_01754389	-0.071429	13090	1
1_00022064_01765064	-0.071429	13091	1
1_00022213_01776990	-0.071429	13092	1
1_00022940_01835198	-0.071429	13093	1
1_00011233_00898577	-0.071895	13094	1
1_00013823_01105809	-0.071895	13095	1
1_00009130_00730362	-0.072226	13096	1
1_00010967_00877297	-0.072226	13097	1
1_00016816_01345264	-0.072226	13098	1
1_00017597_01407738	-0.07271	13099	1
1_00017597_01407739	-0.07271	13100	1
1_00017597_01407744	-0.07271	13101	1
1_00002898_00231813	-0.072797	13102	1
1_00002973_00237817	-0.072797	13103	1
1_00003298_00263793	-0.072797	13104	1
1_00011422_00913691	-0.072797	13105	1
1_00011541_00923260	-0.072797	13106	1
1_00014498_01159770	-0.072797	13107	1
1_00021705_01736350	-0.072797	13108	1
1_00022693_01815394	-0.072797	13109	1
1_00023687_01894920	-0.072797	13110	1
1_00007311_00584873	-0.073077	13111	1
1_00007311_00584875	-0.073077	13112	1
1_00000344_00027499	-0.073232	13113	1
1_00007805_00624330	-0.073232	13114	1
1_00010502_00840133	-0.073232	13115	1
1_00011182_00894560	-0.073232	13116	1
1_00014926_01194062	-0.073232	13117	1
1_00007985_00638792	-0.074401	13118	1
1_00015786_01262870	-0.074401	13119	1
1_00019858_01588624	-0.074481	13120	1
1_00019833_01586621	-0.07565	13121	1
1_00019833_01586622	-0.07565	13122	1
1_00019833_01586623	-0.07565	13123	1
1_00019833_01586627	-0.07565	13124	1
1_00020505_01640389	-0.07565	13125	1
1_00020505_01640401	-0.07565	13126	1
1_00020353_01628203	-0.076087	13127	1
1_00020353_01628233	-0.076087	13128	1
1_00001814_00145104	-0.076389	13129	1
1_00006100_00487945	-0.076389	13130	1
1_00010349_00827901	-0.076389	13131	1
1_00011641_00931281	-0.076389	13132	1
1_00012759_01020713	-0.076389	13133	1
1_00013038_01043029	-0.076389	13134	1
1_00015791_01263238	-0.076389	13135	1
1_00016678_01334216	-0.076389	13136	1
1_00017250_01379949	-0.076389	13137	1
1_00021788_01742975	-0.076389	13138	1
1_00009279_00742273	-0.076395	13139	1
1_00009279_00742310	-0.076395	13140	1
1_00011913_00952972	-0.076827	13141	1
1_00002243_00179387	-0.077098	13142	1
1_00004063_00325004	-0.077441	13143	1
1_00016552_01324106	-0.077441	13144	1
1_00007262_00580899	-0.077778	13145	1
1_00017753_01420212	-0.077778	13146	1
1_00020308_01624581	-0.077778	13147	1
1_00020308_01624599	-0.077778	13148	1
1_00018091_01447247	-0.077994	13149	1
1_00018091_01447248	-0.077994	13150	1
1_00018091_01447249	-0.077994	13151	1
1_00007160_00572768	-0.078032	13152	1
1_00023456_01876474	-0.078032	13153	1
1_00023456_01876478	-0.078032	13154	1
1_00003260_00260731	-0.079365	13155	1
1_00005801_00464019	-0.079365	13156	1
1_00005801_00464022	-0.079365	13157	1
1_00015122_01209703	-0.079365	13158	1
1_00021789_01743118	-0.079365	13159	1
1_00021789_01743119	-0.079365	13160	1
1_00021789_01743120	-0.079365	13161	1
1_00019246_01539612	-0.079579	13162	1
1_00012926_01034044	-0.079669	13163	1
1_00011926_00954025	-0.08	13164	1
1_00011926_00954033	-0.08	13165	1
1_00011926_00954045	-0.08	13166	1
1_00011926_00954054	-0.08	13167	1
1_00016369_01309508	-0.08	13168	1
1_00002875_00229945	-0.080247	13169	1
1_00003381_00270454	-0.080247	13170	1
1_00004836_00386856	-0.080247	13171	1
1_00005005_00400353	-0.080247	13172	1
1_00005175_00413935	-0.080247	13173	1
1_00005175_00413936	-0.080247	13174	1
1_00005461_00436868	-0.080247	13175	1
1_00007288_00582999	-0.080247	13176	1
1_00008784_00702695	-0.080247	13177	1
1_00009172_00733747	-0.080247	13178	1
1_00009312_00744911	-0.080247	13179	1
1_00009696_00775676	-0.080247	13180	1
1_00012121_00969639	-0.080247	13181	1
1_00013336_01066840	-0.080247	13182	1
1_00013513_01081004	-0.080247	13183	1
1_00014722_01177728	-0.080247	13184	1
1_00015048_01203776	-0.080247	13185	1
1_00015733_01258617	-0.080247	13186	1
1_00016120_01289581	-0.080247	13187	1
1_00017880_01430330	-0.080247	13188	1
1_00022761_01820848	-0.080247	13189	1
1_00014166_01133252	-0.081481	13190	1
1_00014236_01138821	-0.081481	13191	1
1_00014236_01138827	-0.081481	13192	1
1_00020864_01669076	-0.081481	13193	1
1_00020864_01669078	-0.081481	13194	1
1_00000748_00059803	-0.08171	13195	1
1_00003513_00280975	-0.08171	13196	1
1_00017776_01422066	-0.08171	13197	1
1_00019740_01579158	-0.08171	13198	1
1_00019740_01579161	-0.08171	13199	1
1_00019740_01579196	-0.08171	13200	1
1_00021402_01712105	-0.08171	13201	1
1_00021725_01737956	-0.082278	13202	1
1_00002336_00186822	-0.082937	13203	1
1_00010924_00873877	-0.082937	13204	1
1_00011570_00925572	-0.083011	13205	1
1_00006853_00548224	-0.083333	13206	1
1_00010461_00836880	-0.08423	13207	1
1_00008558_00684623	-0.084309	13208	1
1_00009244_00739514	-0.084309	13209	1
1_00009244_00739515	-0.084309	13210	1
1_00009244_00739516	-0.084309	13211	1
1_00009244_00739517	-0.084309	13212	1
1_00010003_00800179	-0.084309	13213	1
1_00017757_01420538	-0.084309	13214	1
1_00018785_01502760	-0.084309	13215	1
1_00020322_01625713	-0.084309	13216	1
1_00008469_00677520	-0.084656	13217	1
1_00008469_00677521	-0.084656	13218	1
1_00011816_00945280	-0.084656	13219	1
1_00011816_00945281	-0.084656	13220	1
1_00013718_01097414	-0.084821	13221	1
1_00013718_01097432	-0.084821	13222	1
1_00013718_01097433	-0.084821	13223	1
1_00013043_01043432	-0.085224	13224	1
1_00024586_01966837	-0.085224	13225	1
1_00006906_00552470	-0.086532	13226	1
1_00018165_01453178	-0.086691	13227	1
1_00015346_01227668	-0.08747	13228	1
1_00000129_00010268	-0.087563	13229	1
1_00000129_00010289	-0.087563	13230	1
1_00000129_00010312	-0.087563	13231	1
1_00001076_00086017	-0.087728	13232	1
1_00023456_01876475	-0.087728	13233	1
1_00017681_01414418	-0.088525	13234	1
1_00004874_00389849	-0.088889	13235	1
1_00004874_00389853	-0.088889	13236	1
1_00012849_01027862	-0.088941	13237	1
1_00012849_01027870	-0.088941	13238	1
1_00004604_00368261	-0.089325	13239	1
1_00015270_01221561	-0.089325	13240	1
1_00016702_01336092	-0.089325	13241	1
1_00015270_01221590	-0.091954	13242	1
1_00004421_00353672	-0.092448	13243	1
1_00022758_01820607	-0.093023	13244	1
1_00009859_00788673	-0.093494	13245	1
1_00009859_00788701	-0.093494	13246	1
1_00010122_00809712	-0.09375	13247	1
1_00020569_01645519	-0.09513	13248	1
1_00020569_01645521	-0.09513	13249	1
1_00018298_01463808	-0.095238	13250	1
1_00020916_01673238	-0.097088	13251	1
1_00021961_01756818	-0.099406	13252	1
1_00012789_01023097	-0.099537	13253	1
1_00008167_00653324	-0.099661	13254	1
1_00015182_01214556	-0.099785	13255	1
1_00016154_01292254	-0.1	13256	1
1_00007160_00572765	-0.100782	13257	1
1_00004694_00375492	-0.101427	13258	1
1_00006586_00526836	-0.107145	13259	1
1_00011072_00885755	-0.107145	13260	1
1_00001552_00124160	-0.107921	13261	1
1_00001552_00124161	-0.107921	13262	1
1_00003197_00255713	-0.109095	13263	1
1_00022472_01797720	-0.111491	13264	1
1_00005680_00454377	-0.111626	13265	1
1_00018362_01468960	-0.11728	13266	1
1_00000753_00060196	-0.122949	13267	1
1_00003683_00294575	-0.123196	13268	1
1_00011874_00949875	-0.123196	13269	1
1_00000010_00000790	NaN	13270	NA
1_00000062_00004957	NaN	13271	NA
1_00000075_00005990	NaN	13272	NA
1_00000087_00006904	NaN	13273	NA
1_00000113_00009024	NaN	13274	NA
1_00000129_00010265	NaN	13275	NA
1_00000172_00013759	NaN	13276	NA
1_00000179_00014265	NaN	13277	NA
1_00000179_00014318	NaN	13278	NA
1_00000189_00015088	NaN	13279	NA
1_00000194_00015482	NaN	13280	NA
1_00000201_00016016	NaN	13281	NA
1_00000204_00016252	NaN	13282	NA
1_00000211_00016853	NaN	13283	NA
1_00000220_00017572	NaN	13284	NA
1_00000232_00018545	NaN	13285	NA
1_00000257_00020489	NaN	13286	NA
1_00000259_00020700	NaN	13287	NA
1_00000265_00021164	NaN	13288	NA
1_00000268_00021391	NaN	13289	NA
1_00000286_00022875	NaN	13290	NA
1_00000298_00023785	NaN	13291	NA
1_00000312_00024953	NaN	13292	NA
1_00000322_00025717	NaN	13293	NA
1_00000342_00027324	NaN	13294	NA
1_00000342_00027334	NaN	13295	NA
1_00000351_00028034	NaN	13296	NA
1_00000375_00029967	NaN	13297	NA
1_00000376_00030018	NaN	13298	NA
1_00000377_00030136	NaN	13299	NA
1_00000379_00030309	NaN	13300	NA
1_00000382_00030495	NaN	13301	NA
1_00000390_00031134	NaN	13302	NA
1_00000397_00031726	NaN	13303	NA
1_00000412_00032889	NaN	13304	NA
1_00000428_00034217	NaN	13305	NA
1_00000456_00036478	NaN	13306	NA
1_00000484_00038693	NaN	13307	NA
1_00000520_00041537	NaN	13308	NA
1_00000521_00041624	NaN	13309	NA
1_00000544_00043514	NaN	13310	NA
1_00000549_00043903	NaN	13311	NA
1_00000562_00044950	NaN	13312	NA
1_00000590_00047200	NaN	13313	NA
1_00000601_00048027	NaN	13314	NA
1_00000625_00049944	NaN	13315	NA
1_00000639_00051063	NaN	13316	NA
1_00000655_00052400	NaN	13317	NA
1_00000656_00052416	NaN	13318	NA
1_00000679_00054290	NaN	13319	NA
1_00000687_00054916	NaN	13320	NA
1_00000705_00056385	NaN	13321	NA
1_00000712_00056918	NaN	13322	NA
1_00000742_00059305	NaN	13323	NA
1_00000762_00060889	NaN	13324	NA
1_00000770_00061538	NaN	13325	NA
1_00000770_00061567	NaN	13326	NA
1_00000771_00061626	NaN	13327	NA
1_00000775_00061989	NaN	13328	NA
1_00000807_00064515	NaN	13329	NA
1_00000811_00064876	NaN	13330	NA
1_00000854_00068276	NaN	13331	NA
1_00000858_00068623	NaN	13332	NA
1_00000863_00069028	NaN	13333	NA
1_00000872_00069712	NaN	13334	NA
1_00000961_00076866	NaN	13335	NA
1_00000961_00076869	NaN	13336	NA
1_00000988_00078982	NaN	13337	NA
1_00001006_00080439	NaN	13338	NA
1_00001015_00081191	NaN	13339	NA
1_00001038_00083037	NaN	13340	NA
1_00001060_00084789	NaN	13341	NA
1_00001063_00085035	NaN	13342	NA
1_00001073_00085775	NaN	13343	NA
1_00001074_00085857	NaN	13344	NA
1_00001077_00086161	NaN	13345	NA
1_00001080_00086381	NaN	13346	NA
1_00001084_00086654	NaN	13347	NA
1_00001115_00089201	NaN	13348	NA
1_00001129_00090290	NaN	13349	NA
1_00001133_00090603	NaN	13350	NA
1_00001147_00091722	NaN	13351	NA
1_00001158_00092641	NaN	13352	NA
1_00001187_00094910	NaN	13353	NA
1_00001189_00095082	NaN	13354	NA
1_00001190_00095192	NaN	13355	NA
1_00001206_00096447	NaN	13356	NA
1_00001236_00098845	NaN	13357	NA
1_00001244_00099494	NaN	13358	NA
1_00001263_00100989	NaN	13359	NA
1_00001274_00101869	NaN	13360	NA
1_00001274_00101890	NaN	13361	NA
1_00001276_00102067	NaN	13362	NA
1_00001308_00104592	NaN	13363	NA
1_00001308_00104601	NaN	13364	NA
1_00001310_00104761	NaN	13365	NA
1_00001313_00105010	NaN	13366	NA
1_00001315_00105138	NaN	13367	NA
1_00001315_00105191	NaN	13368	NA
1_00001335_00106734	NaN	13369	NA
1_00001341_00107264	NaN	13370	NA
1_00001342_00107314	NaN	13371	NA
1_00001372_00109718	NaN	13372	NA
1_00001374_00109862	NaN	13373	NA
1_00001374_00109876	NaN	13374	NA
1_00001380_00110343	NaN	13375	NA
1_00001381_00110419	NaN	13376	NA
1_00001389_00111088	NaN	13377	NA
1_00001395_00111533	NaN	13378	NA
1_00001395_00111539	NaN	13379	NA
1_00001405_00112398	NaN	13380	NA
1_00001411_00112850	NaN	13381	NA
1_00001439_00115109	NaN	13382	NA
1_00001450_00115960	NaN	13383	NA
1_00001464_00117062	NaN	13384	NA
1_00001484_00118713	NaN	13385	NA
1_00001487_00118911	NaN	13386	NA
1_00001531_00122425	NaN	13387	NA
1_00001549_00123903	NaN	13388	NA
1_00001559_00124689	NaN	13389	NA
1_00001567_00125289	NaN	13390	NA
1_00001573_00125837	NaN	13391	NA
1_00001573_00125841	NaN	13392	NA
1_00001583_00126581	NaN	13393	NA
1_00001589_00127066	NaN	13394	NA
1_00001591_00127209	NaN	13395	NA
1_00001598_00127809	NaN	13396	NA
1_00001612_00128928	NaN	13397	NA
1_00001620_00129574	NaN	13398	NA
1_00001623_00129816	NaN	13399	NA
1_00001651_00132014	NaN	13400	NA
1_00001670_00133558	NaN	13401	NA
1_00001673_00133799	NaN	13402	NA
1_00001733_00138594	NaN	13403	NA
1_00001764_00141106	NaN	13404	NA
1_00001769_00141519	NaN	13405	NA
1_00001799_00143848	NaN	13406	NA
1_00001815_00145149	NaN	13407	NA
1_00001817_00145294	NaN	13408	NA
1_00001842_00147353	NaN	13409	NA
1_00001849_00147882	NaN	13410	NA
1_00001860_00148732	NaN	13411	NA
1_00001870_00149594	NaN	13412	NA
1_00001871_00149657	NaN	13413	NA
1_00001904_00152316	NaN	13414	NA
1_00001911_00152821	NaN	13415	NA
1_00001927_00154158	NaN	13416	NA
1_00001964_00157072	NaN	13417	NA
1_00001975_00157939	NaN	13418	NA
1_00001975_00157968	NaN	13419	NA
1_00001989_00159112	NaN	13420	NA
1_00001994_00159455	NaN	13421	NA
1_00002003_00160231	NaN	13422	NA
1_00002019_00161450	NaN	13423	NA
1_00002019_00161508	NaN	13424	NA
1_00002022_00161692	NaN	13425	NA
1_00002056_00164429	NaN	13426	NA
1_00002058_00164575	NaN	13427	NA
1_00002058_00164595	NaN	13428	NA
1_00002062_00164914	NaN	13429	NA
1_00002065_00165161	NaN	13430	NA
1_00002065_00165186	NaN	13431	NA
1_00002076_00166060	NaN	13432	NA
1_00002094_00167516	NaN	13433	NA
1_00002104_00168306	NaN	13434	NA
1_00002116_00169281	NaN	13435	NA
1_00002133_00170636	NaN	13436	NA
1_00002145_00171577	NaN	13437	NA
1_00002180_00174386	NaN	13438	NA
1_00002185_00174742	NaN	13439	NA
1_00002216_00177208	NaN	13440	NA
1_00002216_00177210	NaN	13441	NA
1_00002220_00177558	NaN	13442	NA
1_00002242_00179302	NaN	13443	NA
1_00002255_00180401	NaN	13444	NA
1_00002271_00181640	NaN	13445	NA
1_00002282_00182511	NaN	13446	NA
1_00002320_00185555	NaN	13447	NA
1_00002332_00186557	NaN	13448	NA
1_00002342_00187316	NaN	13449	NA
1_00002353_00188241	NaN	13450	NA
1_00002367_00189296	NaN	13451	NA
1_00002385_00190788	NaN	13452	NA
1_00002386_00190853	NaN	13453	NA
1_00002390_00191184	NaN	13454	NA
1_00002397_00191702	NaN	13455	NA
1_00002403_00192218	NaN	13456	NA
1_00002406_00192436	NaN	13457	NA
1_00002406_00192437	NaN	13458	NA
1_00002437_00194924	NaN	13459	NA
1_00002440_00195160	NaN	13460	NA
1_00002466_00197277	NaN	13461	NA
1_00002467_00197328	NaN	13462	NA
1_00002475_00197977	NaN	13463	NA
1_00002482_00198552	NaN	13464	NA
1_00002489_00199092	NaN	13465	NA
1_00002493_00199414	NaN	13466	NA
1_00002494_00199519	NaN	13467	NA
1_00002502_00200153	NaN	13468	NA
1_00002504_00200249	NaN	13469	NA
1_00002543_00203415	NaN	13470	NA
1_00002555_00204332	NaN	13471	NA
1_00002571_00205648	NaN	13472	NA
1_00002577_00206156	NaN	13473	NA
1_00002626_00210058	NaN	13474	NA
1_00002636_00210828	NaN	13475	NA
1_00002653_00212231	NaN	13476	NA
1_00002653_00212238	NaN	13477	NA
1_00002661_00212828	NaN	13478	NA
1_00002671_00213625	NaN	13479	NA
1_00002690_00215177	NaN	13480	NA
1_00002705_00216348	NaN	13481	NA
1_00002714_00217055	NaN	13482	NA
1_00002717_00217334	NaN	13483	NA
1_00002731_00218479	NaN	13484	NA
1_00002734_00218719	NaN	13485	NA
1_00002734_00218721	NaN	13486	NA
1_00002738_00219033	NaN	13487	NA
1_00002747_00219698	NaN	13488	NA
1_00002755_00220363	NaN	13489	NA
1_00002768_00221422	NaN	13490	NA
1_00002807_00224559	NaN	13491	NA
1_00002807_00224560	NaN	13492	NA
1_00002807_00224561	NaN	13493	NA
1_00002824_00225867	NaN	13494	NA
1_00002824_00225882	NaN	13495	NA
1_00002824_00225920	NaN	13496	NA
1_00002824_00225921	NaN	13497	NA
1_00002827_00226095	NaN	13498	NA
1_00002831_00226461	NaN	13499	NA
1_00002831_00226477	NaN	13500	NA
1_00002837_00226927	NaN	13501	NA
1_00002876_00230072	NaN	13502	NA
1_00002879_00230262	NaN	13503	NA
1_00002918_00233379	NaN	13504	NA
1_00002948_00235784	NaN	13505	NA
1_00002976_00238067	NaN	13506	NA
1_00002976_00238071	NaN	13507	NA
1_00003019_00241455	NaN	13508	NA
1_00003040_00243198	NaN	13509	NA
1_00003052_00244150	NaN	13510	NA
1_00003056_00244413	NaN	13511	NA
1_00003056_00244455	NaN	13512	NA
1_00003057_00244522	NaN	13513	NA
1_00003058_00244586	NaN	13514	NA
1_00003079_00246271	NaN	13515	NA
1_00003079_00246305	NaN	13516	NA
1_00003095_00247544	NaN	13517	NA
1_00003098_00247836	NaN	13518	NA
1_00003099_00247877	NaN	13519	NA
1_00003124_00249861	NaN	13520	NA
1_00003149_00251857	NaN	13521	NA
1_00003164_00253091	NaN	13522	NA
1_00003164_00253106	NaN	13523	NA
1_00003170_00253590	NaN	13524	NA
1_00003175_00253946	NaN	13525	NA
1_00003189_00255106	NaN	13526	NA
1_00003196_00255654	NaN	13527	NA
1_00003196_00255658	NaN	13528	NA
1_00003204_00256269	NaN	13529	NA
1_00003204_00256275	NaN	13530	NA
1_00003218_00257405	NaN	13531	NA
1_00003234_00258709	NaN	13532	NA
1_00003234_00258717	NaN	13533	NA
1_00003246_00259664	NaN	13534	NA
1_00003252_00260152	NaN	13535	NA
1_00003258_00260610	NaN	13536	NA
1_00003260_00260777	NaN	13537	NA
1_00003271_00261643	NaN	13538	NA
1_00003275_00262001	NaN	13539	NA
1_00003283_00262638	NaN	13540	NA
1_00003284_00262709	NaN	13541	NA
1_00003298_00263824	NaN	13542	NA
1_00003326_00266038	NaN	13543	NA
1_00003332_00266560	NaN	13544	NA
1_00003350_00267941	NaN	13545	NA
1_00003350_00267947	NaN	13546	NA
1_00003360_00268800	NaN	13547	NA
1_00003363_00268980	NaN	13548	NA
1_00003374_00269872	NaN	13549	NA
1_00003383_00270600	NaN	13550	NA
1_00003390_00271188	NaN	13551	NA
1_00003395_00271561	NaN	13552	NA
1_00003408_00272573	NaN	13553	NA
1_00003425_00273938	NaN	13554	NA
1_00003426_00274028	NaN	13555	NA
1_00003436_00274832	NaN	13556	NA
1_00003464_00277121	NaN	13557	NA
1_00003474_00277916	NaN	13558	NA
1_00003474_00277920	NaN	13559	NA
1_00003477_00278160	NaN	13560	NA
1_00003479_00278300	NaN	13561	NA
1_00003488_00278982	NaN	13562	NA
1_00003501_00280011	NaN	13563	NA
1_00003502_00280123	NaN	13564	NA
1_00003505_00280389	NaN	13565	NA
1_00003512_00280932	NaN	13566	NA
1_00003512_00280934	NaN	13567	NA
1_00003515_00281173	NaN	13568	NA
1_00003522_00281753	NaN	13569	NA
1_00003522_00281759	NaN	13570	NA
